"체육시설일련번호","자치구","시설명","시설유형","시설우편번호","시설주소","시설상세주소","시설규모","운영기관","연락처","운영시간_평일","운영시간_주말","운영시간_공휴일","시설대관여부","시설사용료","주차정보","홈페이지","시설종류","시설운영상태","시설편의시설","비고"
"838","구로","고척스카이돔 풋살구장","공공체육시설","08275","서울특별시 구로구 경인로 430","","인조잔디 풋살구장 2면 (각 17m×29m)","서울시설공단","02-2128-2352","06:00~22:00 ","06:00~22:00 ","","가능","운영 프로그램에 따라 이용 요금 상이","주차 가능 (484면) 1시간 기준 : 평시 1,800원, 행사시 3,000원","https://www.sisul.or.kr/open_content/skydome/guidance/futsal.jsp","풋살장","운영","샤워실, 탈의실",""
"1362","구로","고척체육센터","공공체육시설","08275","서울특별시 구로구 경인로 430","","지하 2층, 지상 1층","서울시설공단","02-2128-2310","화요일~금요일 09:00~18:00 ","토요일 09:00~18:00 / 월요일, 일요일 및 공휴일 휴무","","불가능","운영 프로그램에 따라 이용 요금 상이","고척스카이돔 인근 주차장 이용 소형차 기준 5분당 150원, 1시간당 1,800원","https://www.gocheok-sc.or.kr/","생활체육관","운영","샤워실, 탈의실, 개인사물함",""
"1453","구로","고척체육센터 수영장","공공체육시설","08275","서울특별시 구로구 경인로 430","","성인풀(25m) 6레인, 유아풀","서울시설공단","02-2128-2310","화요일~금요일 09:00~18:00 ","토요일 09:00~18:00 / 월요일, 일요일 및 공휴일 휴무","","불가능","운영 프로그램에 따라 이용 요금 상이","고척스카이돔 인근 주차장 이용 소형차 기준 5분당 150원, 1시간당 1,800원","https://www.gocheok-sc.or.kr/","수영장","운영","샤워실, 탈의실, 개인사물함",""
"1534","노원","골마을근린공원 농구장","공공체육시설","01791","서울특별시 노원구 노원로 237","","농구장 1면 (533㎡)","노원구청 여가도시과","02-2116-3942","00:00~24:00","00:00~24:00","","불가능","","주차 불가","https://www.nowon.kr/www/info/info4/info4_01/info4_01_17.jsp","농구장","운영","화장실, 휴게시설",""
"678","노원","공릉동근린공원 다목적구장","공공체육시설","","서울특별시 노원구 공릉동 63-1 ","일원","11,540㎡ ","노원구청 푸른도시과","02-2116-3942","00:00~24:00","00:00~24:00","","불가능","무료","주차 불가","https://www.nowon.kr/www/info/info4/info4_01/info4_01_23.jsp","기타","운영","화장실, 휴게시설",""
"679","노원","공릉동다목적구장","공공체육시설","","서울특별시 노원구 화랑로 51길 17","","20m×40m (1,063㎡) / 인조잔디 코트 / 축구골대","노원구서비스공단","02-2289-6853","09:00~21:00 ","10:00~21:00","매주 월요일 휴장","가능","(1시간 기준) - 평일 : 22,000원 - 주말 및 공휴일 : 28,600원 ","주차 불가","https://www.nowonsc.kr/fmcs/185","기타","운영","음수대 ",""
"680","노원","공릉중학교 내 사격장","공공체육시설","","서울특별시 노원구 노원로1길 42","","8평","공릉중학교","02-971-5212","06:00~22:00","06:00~22:00","단, 학교 수업이 있는 시간은 제외","불가능","","주차 불가","http://kongrung.ms.kr/","중학교","운영","편의시설 없음",""
"688","강서","공항동문화체육센터","공공체육시설","","서울특별시 강서구 송정로 45 ","공항동주민센터","지하 2층, 지상 2층 (연면적 1,832 ㎡)","강서구시설관리공단","02-2666-9003","06:00~21:50","토요일 07:00~17:50 / 일요일 및 공휴일 휴관 ","","불가능","아쿠아로빅 49,500 평일 일일권 : 성인 3,500원 / 청소년 2,400원 / 어린이 1,900원 토요일 일일권 : 성인 5,500원 / 청소년 4,400원 / 어린이 3,500","주차 가능 (28면)","https://sport.gssi.or.kr/page/sisul/07/","생활체육관","운영","샤워실, 탈의실, 개인사물함",""
"689","강서","공항동문화체육센터 수영장","공공체육시설","","서울특별시 강서구 송정로 45 ","공항동주민센터 지하 2층","지하 2층, 지상 2층 (연면적 1,832 ㎡) / 성인풀(25m) 5레인, 재활풀(25m) 1레인, 유아풀","강서구시설관리공단","02-2666-9003","06:00~21:50","토요일 07:00~17:50 / 일요일 및 공휴일 휴관","","불가능","아쿠아로빅 : 49,500원 일일자유수영 : 1,900~5,500원","주차 가능 (28면)","https://sport.gssi.or.kr/page/sisul/07/","수영장","운영","샤워실, 탈의실, 개인사물함",""
"696","강서","공항정 국궁장","공공체육시설","","서울특별시 강서구 우장산로 72","","","대한궁도협회","02-2698-0507","06:00~18:00","06:00~18:00","일출 및 일몰 시간에 따라 운영시간 유동적","불가능","활터 이용 월 회비 있음  *장비 이용 요금 별도","강서구민회관 주차장  또는 강서구 공영주차장 이용","http://cafe.daum.net/rhdgkdwjd/","기타","운영","편의시설 없음",""
"718","관악","관악구민운동장","공공체육시설","","서울특별시 관악구 낙성대로 40","","지하 1층, 지상 2층 (대지면적 8,628㎡)","관악구시설관리공단","02-2081-2660","06:00~22:00 ","06:00~22:00 / 신정, 설, 추석 연휴 휴관","","가능","무료","주차 가능 (관악구민운동장 인근 주차)","https://booking.gwanakgongdan.or.kr/booking/1573","기타","운영","조깅트랙, 관람석, 조명타워, 조명등",""
"719","관악","관악구민종합체육센터","공공체육시설","","서울특별시 관악구 낙성대로3길 37","","지하 2층, 지상 3층 (면적 6,986㎡)","관악구시설관리공단","02-870-7600","06:00~21:50","토요일 시설(헬스, 스쿼시, 수영)에 따라 운영시간 상이 / 일요일은 자유수영만 운영","매월 첫 째주 일요일 및 공휴일 휴관","가능","운영 프로그램에 따라 이용 요금 상이","5분당 250원  체육센터 이용회원 3시간 무료 초과시 5분당 250원 부과","https://booking.gwanakgongdan.or.kr/booking/1536","생활체육관","운영","샤워실, 탈의실, 개인사물함, 매점, 스포츠용품점, 책쉼터","셔틀버스 운행 평일 08:05~19:10 매시간 운행 토요일 08:05~16:10 매시간 운행"
"720","관악","관악구민종합체육센터 골프연습장","공공체육시설","","서울특별시 관악구 낙성대로3길 37 ","지하 1층 골프장","지하 1층, 지상 3층","관악구시설관리공단","02-870-7600","06:00~21:50","06:00~20:50","","불가능","77,000원","5분당 250원  체육센터 이용회원 3시간 무료 초과시 5분당 250원 부과","https://booking.gwanakgongdan.or.kr/booking/1536","골프연습장","운영","매점, 탈의실, 샤워실, 책쉼터",""
"721","관악","관악구민종합체육센터 수영장","공공체육시설","","서울특별시 관악구 낙성대로3길 37 ","지하 1층 수영장","성인풀 6레인, 유아풀 2레인","관악구시설관리공단","02-870-7600","06:00~21:50","토요일 시설(헬스, 스쿼시, 수영)에 따라 운영시간 상이 / 일요일은 자유수영만 운영","매월 첫째주 일요일 및 공휴일 휴관","불가능","운영 프로그램에 따라 이용 요금 상이","5분당 250원  체육센터 이용회원 3시간 무료 초과시 5분당 250원 부과","https://booking.gwanakgongdan.or.kr/booking/1536","수영장","운영","샤워실, 탈의실, 개인사물함, 매점, 스포츠용품점, 책쉼터",""
"735","관악","관악산생태공원(선우공원) 족구장","공공체육시설","","서울특별시 관악구 미성동 산117-3","","족구장 1면 (870㎡)","관악구시설관리공단","02-880-3675","00:00~24:00","00:00~24:00","","가능","무료","주차 불가","-","족구장","운영","-",""
"736","관악","관악산생태공원(선우공원) 테니스장","공공체육시설","","서울특별시 관악구 신림동 산 117-20","","테니스코트 3면 (인조잔디/클레이)","관악구 공원녹지과","02-867-7420","06:00~22:00","06:00~22:00","","가능","(2시간 기준) 평일 : 8000원     주말 및 공휴일 : 10,400원","주차 가능","-","테니스장","운영","-",""
"722","관악","관악정 궁도장","공공체육시설","","서울특별시 관악구 약수암길 43-3","","목재 사대 21면 (48.24㎡) ","대한궁도협회","02-887-7971","10:00~16:00","10:00~16:00","입회 후 이용 가능","불가능","입회비 : 300,000원          월회비 : 30,000원","주차 가능","http://www.kungdo.or.kr/index.php?mcd=4030&device=pc","기타","운영","편의시설 없음",""
"723","관악","관악제2구민운동장","공공체육시설","","서울특별시 관악구 약수암길 43-1","","지하 2층, 지상 3층 (대지면적 10,357㎡)","관악구시설관리공단","02-2081-2651","06:00~22:00","06:00~22:00 / 신정, 설, 추석 연휴 휴관","","가능","운영 프로그램별 이용 요금 상이","주차 가능 (60면)","https://www.gwanakgongdan.or.kr/fmcs/43","축구장","운영","휴게실",""
"724","관악","관악청소년회관","공공체육시설","","서울특별시 관악구 신림로23길 17","","지하 2층, 지상 4층","관악구청","02-2029-4560","06:00~21:50","토요일 06:00~21:50 / 일요일 및 공휴일 휴관","","불가능","운영 프로그램에 따라 이용 요금 상이","주차 가능","https://booking.gwanakgongdan.or.kr/booking/1580","생활체육관","운영","샤워실, 탈의실, 만화독서실",""
"725","관악","관악청소년회관 수영장","공공체육시설","","서울특별시 관악구 신림로23길 17 ","지하 2층 수영장","성인풀(25m) 3레인, 유아풀","관악구청","02-2029-4560","06:00~21:50","토요일 06:00~21:50 / 일요일 및 공휴일 휴관","","불가능","운영 프로그램에 따라 이용 요금 상이","주차 가능","https://booking.gwanakgongdan.or.kr/booking/1580","수영장","운영","샤워실, 탈의실, 만화독서실",""
"1542","양천","오솔길실버공원 게이트볼장","공공체육시설","08040","서울특별시 양천구 남부순환로72길 16","","게이트볼장 2면","양천구청 공원녹지과","02-2620-3582","00:00~24:00","00:00~24:00","","불가능","","공원 내 주차 시설 없음 인근 해맞이 공영주차장 이용 (유료)","","게이트볼장","운영","화장실, 휴게시설",""
"726","관악","관악초등학교","학교체육시설","","서울특별시 관악구 청룡4길 49","","체육장 6,128㎡","관악초등학교","02-874-3832","06:00~07:30, 17:00~일몰 시까지","토요일 13:00~18:00, 일요일 및 공휴일 06:00~21:00","","가능","체육관 : 15,000~60,000원 운동장 : 15,000~100,000원","주차 불가","http://www.seoul-kwanak.es.kr/","초등학교","운영","샤워실, 탈의실, 창고",""
"801","강동","광나루한강공원","공공체육시설","","서울특별시 강동구 천호동 351-1","","1,554,810㎡","미래한강본부","02-3780-0501","4월~10월 / 06:00~20:00 11월~다음 해 3월 / 07:00~17:00","4월~10월 / 06:00~20:00 11월~다음 해 3월 / 07:00~17:00","","불가능","운영 시설에 따라 이용 요금 상이","광나루1~4주차장 이용 (총 359면) 최초 30분 1,000원, 10분 초과당 200원 ","https://hangang.seoul.go.kr/archives/46585","기타","운영","샤워실, 탈의실, 화장실, 음수대, 그늘막, 매점, 자전거보관소",""
"1436","강동","광나루한강공원 게이트볼장","공공체육시설","05249","서울특별시 강동구 선사로 83-106","","게이트볼 코트 2면 (660㎡)","한강사업본부","02-3780-0501","연중무휴 (상시)","연중무휴 (상시)","","가능","","광나루1~3주차장 이용 (총 359면) 최초 30분 1,000원, 초과 10분당 200원","https://hangang.seoul.go.kr/archives/46661","게이트볼장","운영","샤워실, 탈의실, 화장실, 음수대, 그늘막, 매점, 어린이놀이터",""
"1433","강동","광나루한강공원 농구장","공공체육시설","05249","서울특별시 강동구 선사로 83-106","","농구 코트 4면","한강사업본부","02-3780-0501","4월~9월 / 06:00~20:00 10월~다음 해 3월 / 07:00~17:00","4월~9월 / 06:00~20:00 10월~다음 해 3월 / 07:00~17:00","","가능","4,000원 / 2시간 * 월 정액 : 75,000원","광나루1~3주차장 이용 (총 359면) 최초 30분 1,000원, 초과 10분당 200원","https://hangang.seoul.go.kr/archives/46661","농구장","운영","샤워실, 탈의실, 화장실, 음수대, 그늘막, 매점, 어린이놀이터",""
"814","강동","광나루한강공원 레이싱경기장","공공체육시설","","서울특별시 강동구 암사동 624-3","","레이싱경기장 (9,300㎡)","한강사업본부","02-3780-0501","06:00~22:00","06:00~22:00","","가능","1인용 : 3,000원 / 시간 (15분 초과시마다 500원 추가) 2인용 : 6,000원 / 시간 (15분 초과시마다 1,000원 추가) 개인 시설물 이용 : 무료  단체 4시간 이용 : 50,000원 ","광나루1~3주차장 이용 (총 359면) 최초 30분 1,000원, 초과 10분당 200원","https://hangang.seoul.go.kr/archives/46585","기타","운영","샤워실, 탈의실, 화장실, 음수대, 그늘막, 매점, 어린이놀이터",""
"1435","강동","광나루한강공원 배구장","공공체육시설","05249","서울특별시 강동구 선사로 83-106","","배구장 2개소","한강사업본부","02-3780-0501","4월~9월 / 06:00~20:00 10월~다음 해 3월 / 07:00~17:00","4월~9월 / 06:00~20:00 10월~다음 해 3월 / 07:00~17:00","","가능","4,000원 / 2시간 * 월 정액 : 75,000원","광나루1~3주차장 이용 (총 359면) 최초 30분 1,000원, 초과 10분당 200원","https://hangang.seoul.go.kr/archives/46661","배구장","운영","샤워실, 탈의실, 화장실, 음수대, 그늘막, 매점, 어린이놀이터",""
"802","강동","광나루한강공원 수영장","공공체육시설","","서울특별시 강동구 선사로 83-106","","9,630㎡ (1,200명 수용 가능)","미래한강본부","02-3780-0501","09:00~19:00","09:00~19:00","","불가능","어린이 3,000원 / 청소년 4,000원 / 성인 5,000원","광나루1~4주차장 이용 (총 359면) 최초 30분 1,000원, 10분 초과당 200원 ","https://hangang.seoul.go.kr/archives/46585","수영장","휴관","샤워실, 탈의실, 화장실, 음수대, 그늘막, 매점, 자전거보관소",""
"799","강동","광나루한강공원 야구장","공공체육시설","05249","서울특별시 강동구 선사로 83-106","","","한강사업본부","02-3780-0501","4월~10월 / 06:00~20:00 11월~다음 해 3월 / 07:00~17:00","4월~10월 / 06:00~20:00 11월~다음 해 3월 / 07:00~17:00","","가능","* 광나루 성인야구장 20,000원 / 3시간 26,000원 / 3시간 (주말 및 공휴일)","광나루1~4주차장 이용 (총 359면) 최초 30분 1,000원, 10분 초과당 200원 ","https://yeyak.seoul.go.kr/web/reservation/selectReservView.do?rsv_svc_id=S221208174854071256","야구장","운영","샤워실, 탈의실, 화장실, 음수대, 그늘막, 매점, 자전거보관소",""
